"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"SQ_CANDIDATO";"NR_CANDIDATO";"NM_CANDIDATO";"NM_URNA_CANDIDATO";"NM_SOCIAL_CANDIDATO";"CD_SITUACAO_CANDIDATURA";"DS_SITUACAO_CANDIDATURA";"CD_DETALHE_SITUACAO_CAND";"DS_DETALHE_SITUACAO_CAND";"TP_AGREMIACAO";"NR_PARTIDO";"SG_PARTIDO";"NM_PARTIDO";"NR_FEDERACAO";"NM_FEDERACAO";"SG_FEDERACAO";"DS_COMPOSICAO_FEDERACAO";"SQ_COLIGACAO";"NM_COLIGACAO";"DS_COMPOSICAO_COLIGACAO";"ST_VOTO_EM_TRANSITO";"QT_VOTOS_NOMINAIS";"NM_TIPO_DESTINACAO_VOTOS";"QT_VOTOS_NOMINAIS_VALIDOS";"CD_SIT_TOT_TURNO";"DS_SIT_TOT_TURNO"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307251221;25122;"JOAO JORGE GOULART SALOMAO DE SANTANA";"JORGE SALOMÃO";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";25;"PFL";"Partido da Frente Liberal";-3;"#NE";"#NE";"#NE";-3;"FRENTE LIBERAL";"PL / PFL / PMN ";"N";0;"#NE";1656;1;"ELEITO"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307401221;40122;"JORGE ELSON SILVA DE SOUZA";"JORGE SOUZA";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";40;"PSB";"Partido Socialista Brasileiro";-3;"#NE";"#NE";"#NE";-3;"PARA TODOS";"PSB / PV / PRP ";"N";0;"#NE";757;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307441661;44166;"JOSÉ ADELSON VIDEIRA SILVA";"JOSÉ ADELSON";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";44;"PRP";"Partido Republicano Progressista";-3;"#NE";"#NE";"#NE";-3;"PARA TODOS";"PSB / PV / PRP ";"N";0;"#NE";4;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307151551;15155;"JOSÉ ARAGUARINO DE MONT ALVERNE";"JOSÉ ARAGUARINO MONT ALVERNE";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";15;"PMDB";"Partido do Movimento Democrático Brasileiro";-3;"#NE";"#NE";"#NE";-3;"PMDB/PSL";"PMDB / PSL ";"N";0;"#NE";27;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307141001;14100;"JOAO DIAS DE CARVALHO";"JOÃO DIAS";"#NE";2;"DEFERIDO";-3;"#NE";"PARTIDO ISOLADO";14;"PTB";"Partido Trabalhista Brasileiro";-3;"#NE";"#NE";"#NE";-3;"PARTIDO ISOLADO";"PTB";"N";0;"#NE";823;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307232221;23222;"JOAO WILSON VAZ DOS SANTOS";"JOÃO WILSON";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";23;"PPS";"Partido Popular Socialista";-3;"#NE";"#NE";"#NE";-3;"AMAPÁ DE TODOS";"PT / PPS / PAN / PC do B ";"N";0;"#NE";38;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307401471;40147;"JUDITH GUIMARAES MEDEIROS";"JUDITH";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";40;"PSB";"Partido Socialista Brasileiro";-3;"#NE";"#NE";"#NE";-3;"PARA TODOS";"PSB / PV / PRP ";"N";0;"#NE";420;1;"ELEITO"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307230001;23000;"JUPIRAN DA SILVA RAMOS";"JUPIRAN";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";23;"PPS";"Partido Popular Socialista";-3;"#NE";"#NE";"#NE";-3;"AMAPÁ DE TODOS";"PT / PPS / PAN / PC do B ";"N";0;"#NE";168;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307171391;17139;"JURACY DA SILVA FREITAS";"JURACY FREITAS JUPATY";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";17;"PSL";"Partido Social Liberal";-3;"#NE";"#NE";"#NE";-3;"PMDB/PSL";"PMDB / PSL ";"N";0;"#NE";35;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307415551;41555;"JUVENIL DOS SANTOS FERREIRA";"JUVENIL";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";41;"PSD";"Partido Social Democrático";-3;"#NE";"#NE";"#NE";-3;"AMAPÁ ESPERANÇA";"PPB / PSD ";"N";0;"#NE";46;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307121231;12123;"CARLOS ALBERTO SAMPAIO CANTUÁRIA";"KEKA CANTUÁRIA";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";12;"PDT";"Partido Democrático Trabalhista";-3;"#NE";"#NE";"#NE";-3;"O AMAPÁ QUE A GENTE QUER";"PDT / PSC / PT do B ";"N";0;"#NE";416;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307431111;43111;"KENNEDY MACIEL DE BRITO";"KENNEDY";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";43;"PV";"Partido Verde";-3;"#NE";"#NE";"#NE";-3;"PARA TODOS";"PSB / PV / PRP ";"N";0;"#NE";45;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307453331;45333;"LAERCIO AIRES DOS SANTOS";"LAERCIO AIRES";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";45;"PSDB";"Partido da Social Democracia Brasileira";-3;"#NE";"#NE";"#NE";-3;"TUDO PARA TODOS";"PSDB / PRONA ";"N";0;"#NE";260;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307401111;40111;"DULCILENE SANTOS DE OLIVEIRA CASTILHO";"LANI";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";40;"PSB";"Partido Socialista Brasileiro";-3;"#NE";"#NE";"#NE";-3;"PARA TODOS";"PSB / PV / PRP ";"N";0;"#NE";182;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307160171;16017;"MANOEL LEAL BATISTA FILHO";"LEAL";"#NE";2;"DEFERIDO";-3;"#NE";"PARTIDO ISOLADO";16;"PSTU";"Partido Socialista dos Trabalhadores Unificado";-3;"#NE";"#NE";"#NE";-3;"PARTIDO ISOLADO";"PSTU";"N";0;"#NE";16;4;"NÃO ELEITO"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307121221;12122;"LEONAI RUBEM FERNANDES GARCIA";"LEONAI";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";12;"PDT";"Partido Democrático Trabalhista";-3;"#NE";"#NE";"#NE";-3;"O AMAPÁ QUE A GENTE QUER";"PDT / PSC / PT do B ";"N";0;"#NE";404;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307261221;26122;"LEONARDO QUEIROZ ALCANTARA";"LEONARDO";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";26;"PAN";"Partido dos Aposentados da Nação";-3;"#NE";"#NE";"#NE";-3;"AMAPÁ DE TODOS";"PT / PPS / PAN / PC do B ";"N";0;"#NE";90;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307456451;45645;"DARLEY DOS SANTOS TEIXEIRA FURTADO";"LEY";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";45;"PSDB";"Partido da Social Democracia Brasileira";-3;"#NE";"#NE";"#NE";-3;"TUDO PARA TODOS";"PSDB / PRONA ";"N";0;"#NE";189;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307451271;45127;"LINOMAR PINHEIRO DA SILVA";"LINOMAR";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";45;"PSDB";"Partido da Social Democracia Brasileira";-3;"#NE";"#NE";"#NE";-3;"TUDO PARA TODOS";"PSDB / PRONA ";"N";0;"#NE";23;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307151101;15110;"LOURISVAL LUNA DE BRITO";"LOURISVAL LUNA DE BRITO";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";15;"PMDB";"Partido do Movimento Democrático Brasileiro";-3;"#NE";"#NE";"#NE";-3;"PMDB/PSL";"PMDB / PSL ";"N";0;"#NE";173;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307411231;41123;"LUIZ CANTUÁRIA BARRETO";"LUCAS BARRETO";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";41;"PSD";"Partido Social Democrático";-3;"#NE";"#NE";"#NE";-3;"AMAPÁ ESPERANÇA";"PPB / PSD ";"N";0;"#NE";1338;1;"ELEITO"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307401251;40125;"LUIZ AMANAJAS DA SILVA";"LUIZ DENTISTA";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";40;"PSB";"Partido Socialista Brasileiro";-3;"#NE";"#NE";"#NE";-3;"PARA TODOS";"PSB / PV / PRP ";"N";0;"#NE";59;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307251601;25160;"LUIZ NUNES DO REGO";"LUIZ REGO";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";25;"PFL";"Partido da Frente Liberal";-3;"#NE";"#NE";"#NE";-3;"FRENTE LIBERAL";"PL / PFL / PMN ";"N";0;"#NE";219;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307131991;13199;"LUIZ REIS PINHEIRO";"LUIZINHO";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";13;"PT";"Partido dos Trabalhadores";-3;"#NE";"#NE";"#NE";-3;"AMAPÁ DE TODOS";"PT / PPS / PAN / PC do B ";"N";0;"#NE";71;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307251501;25150;"LUSIGNAN SILVA DA CRUZ";"LUSINAN";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";25;"PFL";"Partido da Frente Liberal";-3;"#NE";"#NE";"#NE";-3;"FRENTE LIBERAL";"PL / PFL / PMN ";"N";0;"#NE";150;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307202221;20222;"LUZANIRA TEIXEIRA DA COSTA";"LUZA";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";20;"PSC";"Partido Social Cristão";-3;"#NE";"#NE";"#NE";-3;"O AMAPÁ QUE A GENTE QUER";"PDT / PSC / PT do B ";"N";0;"#NE";63;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307155551;15555;"LUIS NEI DA SILVA BANHA";"LUÍS BANHA";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";15;"PMDB";"Partido do Movimento Democrático Brasileiro";-3;"#NE";"#NE";"#NE";-3;"PMDB/PSL";"PMDB / PSL ";"N";0;"#NE";439;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307121901;12190;"UBIRANILDO DA SILVA MACÊDO";"MACÊDO";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";12;"PDT";"Partido Democrático Trabalhista";-3;"#NE";"#NE";"#NE";-3;"O AMAPÁ QUE A GENTE QUER";"PDT / PSC / PT do B ";"N";0;"#NE";305;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307221081;22108;"OSVALDO FERREIRA DA SILVA";"MAKELL";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";22;"PL";"Partido Liberal";-3;"#NE";"#NE";"#NE";-3;"FRENTE LIBERAL";"PL / PFL / PMN ";"N";0;"#NE";18;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307434561;43456;"MARCELINO GURJAO FARIAS";"MARCELINO GURJÃO";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";43;"PV";"Partido Verde";-3;"#NE";"#NE";"#NE";-3;"PARA TODOS";"PSB / PV / PRP ";"N";0;"#NE";107;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307401141;40114;"MARCELO SILVA LOBO";"MARCELO LOBO";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";40;"PSB";"Partido Socialista Brasileiro";-3;"#NE";"#NE";"#NE";-3;"PARA TODOS";"PSB / PV / PRP ";"N";0;"#NE";206;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307454441;45444;"MARCONDES EDES MIGUEL SOBRINHO";"MARCONDES";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";45;"PSDB";"Partido da Social Democracia Brasileira";-3;"#NE";"#NE";"#NE";-3;"TUDO PARA TODOS";"PSDB / PRONA ";"N";0;"#NE";182;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307261331;26133;"MARIA LUIZA BELLO DA SILVA";"MARIA LUIZA";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";26;"PAN";"Partido dos Aposentados da Nação";-3;"#NE";"#NE";"#NE";-3;"AMAPÁ DE TODOS";"PT / PPS / PAN / PC do B ";"N";0;"#NE";183;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307451291;45129;"MARLUCIA PELAES CARDOSO RAMOS";"MARLÚCIA CARDOSO";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";45;"PSDB";"Partido da Social Democracia Brasileira";-3;"#NE";"#NE";"#NE";-3;"TUDO PARA TODOS";"PSDB / PRONA ";"N";0;"#NE";1;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307700011;70001;"INÁCIO MAROJA BRITO DE ALBUQUERQUE";"MAROJA";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";70;"PT do B";"Partido Trabalhista do Brasil";-3;"#NE";"#NE";"#NE";-3;"O AMAPÁ QUE A GENTE QUER";"PDT / PSC / PT do B ";"N";0;"#NE";27;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307451201;45120;"MENEGILDO DE MORAES PASTANA";"MENECA";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";45;"PSDB";"Partido da Social Democracia Brasileira";-3;"#NE";"#NE";"#NE";-3;"TUDO PARA TODOS";"PSDB / PRONA ";"N";0;"#NE";78;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307125121;12512;"WILSON MENESCAL DE SOUZA";"MENESCAL";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";12;"PDT";"Partido Democrático Trabalhista";-3;"#NE";"#NE";"#NE";-3;"O AMAPÁ QUE A GENTE QUER";"PDT / PSC / PT do B ";"N";0;"#NE";274;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307411051;41105;"MIGUEL THIAGO PAES";"MIGUEL PAPALÉO";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";41;"PSD";"Partido Social Democrático";-3;"#NE";"#NE";"#NE";-3;"AMAPÁ ESPERANÇA";"PPB / PSD ";"N";0;"#NE";61;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307251231;25123;"FRANCISCO MILTON RODRIGUES";"MILTON";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";25;"PFL";"Partido da Frente Liberal";-3;"#NE";"#NE";"#NE";-3;"FRENTE LIBERAL";"PL / PFL / PMN ";"N";0;"#NE";330;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307151221;15122;"ALTAMIR MINEIRO REZENDE";"MINEIRO";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";15;"PMDB";"Partido do Movimento Democrático Brasileiro";-3;"#NE";"#NE";"#NE";-3;"PMDB/PSL";"PMDB / PSL ";"N";0;"#NE";226;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307171231;17123;"JOSE JULIO DE MIRANDA COELHO";"MIRANDA";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";17;"PSL";"Partido Social Liberal";-3;"#NE";"#NE";"#NE";-3;"PMDB/PSL";"PMDB / PSL ";"N";0;"#NE";2906;1;"ELEITO"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307123661;12366;"MÁRCIO VALÉRIO PICANCO REGO";"MÁRCIO PICANÇO";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";12;"PDT";"Partido Democrático Trabalhista";-3;"#NE";"#NE";"#NE";-3;"O AMAPÁ QUE A GENTE QUER";"PDT / PSC / PT do B ";"N";0;"#NE";41;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307151211;15121;"MARIO PEREIRA DA SILVA";"MÁRIO";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";15;"PMDB";"Partido do Movimento Democrático Brasileiro";-3;"#NE";"#NE";"#NE";-3;"PMDB/PSL";"PMDB / PSL ";"N";0;"#NE";65;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307115001;11500;"NATANIEL DA SILVA PAIVA";"NATANIEL PAIVA";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";11;"PPB";"Partido Progressista Brasileiro";-3;"#NE";"#NE";"#NE";-3;"AMAPÁ ESPERANÇA";"PPB / PSD ";"N";0;"#NE";59;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307123441;12344;"NAZARÉ ALMEIDA BARROS";"NAZARÉ";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";12;"PDT";"Partido Democrático Trabalhista";-3;"#NE";"#NE";"#NE";-3;"O AMAPÁ QUE A GENTE QUER";"PDT / PSC / PT do B ";"N";0;"#NE";107;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307441451;44145;"NEI NEVES DA SILVA";"NEI";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";44;"PRP";"Partido Republicano Progressista";-3;"#NE";"#NE";"#NE";-3;"PARA TODOS";"PSB / PV / PRP ";"N";0;"#NE";61;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06050";"MACAPA";2;7;"Deputado Estadual";300000307251561;25156;"MARIA JACINEIDE BACELAR DO CARMO NASCIMENTO";"NEIDE BACELAR";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";25;"PFL";"Partido da Frente Liberal";-3;"#NE";"#NE";"#NE";-3;"FRENTE LIBERAL";"PL / PFL / PMN ";"N";0;"#NE";192;2;"SUPLENTE"
